"STATISTIC","Statistic Label","TLIST(A1)","Year","C02276V02746","Domestic","C02599V03153","Reason for Journey","UNIT","VALUE"
"HTA01C2","Number of Nights by Irish Residents","2017","2017","02","Outbound","01","Holiday","Thousand","36691"
"HTA01C2","Number of Nights by Irish Residents","2017","2017","02","Outbound","02","Business","Thousand","2705"
"HTA01C2","Number of Nights by Irish Residents","2017","2017","02","Outbound","03","Visiting friends/relatives","Thousand","11708"
"HTA01C2","Number of Nights by Irish Residents","2017","2017","02","Outbound","04","Education and training","Thousand","1810"
"HTA01C2","Number of Nights by Irish Residents","2017","2017","02","Outbound","06","Work/looking for work","Thousand","2165"
"HTA01C2","Number of Nights by Irish Residents","2017","2017","02","Outbound","07","Sporting events","Thousand","1053"
"HTA01C2","Number of Nights by Irish Residents","2017","2017","02","Outbound","08","Other reasons","Thousand","1565"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","01","Domestic","-","All reasons for journey","Thousand","28393"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","01","Domestic","01","Holiday","Thousand","15058"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","01","Domestic","02","Business","Thousand","779"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","01","Domestic","03","Visiting friends/relatives","Thousand","9000"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","01","Domestic","04","Education and training","Thousand","884"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","01","Domestic","06","Work/looking for work","Thousand","449"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","01","Domestic","07","Sporting events","Thousand","678"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","01","Domestic","08","Other reasons","Thousand","1545"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","02","Outbound","-","All reasons for journey","Thousand","60623"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","02","Outbound","01","Holiday","Thousand","40067"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","02","Outbound","02","Business","Thousand","3129"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","02","Outbound","03","Visiting friends/relatives","Thousand","12954"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","02","Outbound","04","Education and training","Thousand","1172"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","02","Outbound","06","Work/looking for work","Thousand","902"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","02","Outbound","07","Sporting events","Thousand","1232"
"HTA01C2","Number of Nights by Irish Residents","2018","2018","02","Outbound","08","Other reasons","Thousand","1167"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","01","Domestic","-","All reasons for journey","Thousand","29469"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","01","Domestic","01","Holiday","Thousand","16003"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","01","Domestic","02","Business","Thousand","879"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","01","Domestic","03","Visiting friends/relatives","Thousand","8836"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","01","Domestic","04","Education and training","Thousand","985"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","01","Domestic","06","Work/looking for work","Thousand","605"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","01","Domestic","07","Sporting events","Thousand","739"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","01","Domestic","08","Other reasons","Thousand","1423"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","02","Outbound","-","All reasons for journey","Thousand","66927"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","02","Outbound","01","Holiday","Thousand","43783"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","02","Outbound","02","Business","Thousand","3344"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","02","Outbound","03","Visiting friends/relatives","Thousand","12601"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","02","Outbound","04","Education and training","Thousand","2005"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","02","Outbound","06","Work/looking for work","Thousand","1639"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","02","Outbound","07","Sporting events","Thousand","1747"
"HTA01C2","Number of Nights by Irish Residents","2019","2019","02","Outbound","08","Other reasons","Thousand","1807"
"HTA01C2","Number of Nights by Irish Residents","2020","2020","01","Domestic","-","All reasons for journey","Thousand","23518"
"HTA01C2","Number of Nights by Irish Residents","2020","2020","01","Domestic","01","Holiday","Thousand","13351"
"HTA01C2","Number of Nights by Irish Residents","2020","2020","01","Domestic","02","Business","Thousand","595"
"HTA01C2","Number of Nights by Irish Residents","2020","2020","01","Domestic","03","Visiting friends/relatives","Thousand","7449"
"HTA01C2","Number of Nights by Irish Residents","2020","2020","01","Domestic","04","Education and training","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2020","2020","01","Domestic","06","Work/looking for work","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2020","2020","01","Domestic","07","Sporting events","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2020","2020","01","Domestic","08","Other reasons","Thousand","2124"
"HTA01C2","Number of Nights by Irish Residents","2020","2020","02","Outbound","-","All reasons for journey","Thousand","15597"
"HTA01C2","Number of Nights by Irish Residents","2020","2020","02","Outbound","01","Holiday","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2020","2020","02","Outbound","02","Business","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2020","2020","02","Outbound","03","Visiting friends/relatives","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2020","2020","02","Outbound","04","Education and training","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2020","2020","02","Outbound","06","Work/looking for work","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2020","2020","02","Outbound","07","Sporting events","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2020","2020","02","Outbound","08","Other reasons","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2021","2021","01","Domestic","-","All reasons for journey","Thousand","17886"
"HTA01C2","Number of Nights by Irish Residents","2021","2021","01","Domestic","01","Holiday","Thousand","10835"
"HTA01C2","Number of Nights by Irish Residents","2021","2021","01","Domestic","02","Business","Thousand","368"
"HTA01C2","Number of Nights by Irish Residents","2021","2021","01","Domestic","03","Visiting friends/relatives","Thousand","5231"
"HTA01C2","Number of Nights by Irish Residents","2021","2021","01","Domestic","04","Education and training","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2021","2021","01","Domestic","06","Work/looking for work","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2021","2021","01","Domestic","07","Sporting events","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2021","2021","01","Domestic","08","Other reasons","Thousand","1453"
"HTA01C2","Number of Nights by Irish Residents","2021","2021","02","Outbound","-","All reasons for journey","Thousand","17443"
"HTA01C2","Number of Nights by Irish Residents","2021","2021","02","Outbound","01","Holiday","Thousand","7156"
"HTA01C2","Number of Nights by Irish Residents","2021","2021","02","Outbound","02","Business","Thousand","1151"
"HTA01C2","Number of Nights by Irish Residents","2021","2021","02","Outbound","03","Visiting friends/relatives","Thousand","5187"
"HTA01C2","Number of Nights by Irish Residents","2021","2021","02","Outbound","04","Education and training","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2021","2021","02","Outbound","06","Work/looking for work","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2021","2021","02","Outbound","07","Sporting events","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2021","2021","02","Outbound","08","Other reasons","Thousand","3949"
"HTA01C2","Number of Nights by Irish Residents","2022","2022","01","Domestic","-","All reasons for journey","Thousand","34236"
"HTA01C2","Number of Nights by Irish Residents","2022","2022","01","Domestic","01","Holiday","Thousand","18607"
"HTA01C2","Number of Nights by Irish Residents","2022","2022","01","Domestic","02","Business","Thousand","1150"
"HTA01C2","Number of Nights by Irish Residents","2022","2022","01","Domestic","03","Visiting friends/relatives","Thousand","10407"
"HTA01C2","Number of Nights by Irish Residents","2022","2022","01","Domestic","04","Education and training","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2022","2022","01","Domestic","06","Work/looking for work","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2022","2022","01","Domestic","07","Sporting events","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2022","2022","01","Domestic","08","Other reasons","Thousand","4073"
"HTA01C2","Number of Nights by Irish Residents","2022","2022","02","Outbound","-","All reasons for journey","Thousand","61205"
"HTA01C2","Number of Nights by Irish Residents","2022","2022","02","Outbound","01","Holiday","Thousand","40147"
"HTA01C2","Number of Nights by Irish Residents","2022","2022","02","Outbound","02","Business","Thousand","2125"
"HTA01C2","Number of Nights by Irish Residents","2022","2022","02","Outbound","03","Visiting friends/relatives","Thousand","13799"
"HTA01C2","Number of Nights by Irish Residents","2022","2022","02","Outbound","04","Education and training","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2022","2022","02","Outbound","06","Work/looking for work","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2022","2022","02","Outbound","07","Sporting events","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2022","2022","02","Outbound","08","Other reasons","Thousand","5134"
"HTA01C2","Number of Nights by Irish Residents","2023","2023","01","Domestic","-","All reasons for journey","Thousand","33966"
"HTA01C2","Number of Nights by Irish Residents","2023","2023","01","Domestic","01","Holiday","Thousand","16152"
"HTA01C2","Number of Nights by Irish Residents","2023","2023","01","Domestic","02","Business","Thousand","1059"
"HTA01C2","Number of Nights by Irish Residents","2023","2023","01","Domestic","03","Visiting friends/relatives","Thousand","13553"
"HTA01C2","Number of Nights by Irish Residents","2023","2023","01","Domestic","04","Education and training","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2023","2023","01","Domestic","06","Work/looking for work","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2023","2023","01","Domestic","07","Sporting events","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2023","2023","01","Domestic","08","Other reasons","Thousand","3202"
"HTA01C2","Number of Nights by Irish Residents","2023","2023","02","Outbound","-","All reasons for journey","Thousand","79923"
"HTA01C2","Number of Nights by Irish Residents","2023","2023","02","Outbound","01","Holiday","Thousand","47660"
"HTA01C2","Number of Nights by Irish Residents","2023","2023","02","Outbound","02","Business","Thousand","3221"
"HTA01C2","Number of Nights by Irish Residents","2023","2023","02","Outbound","03","Visiting friends/relatives","Thousand","24469"
"HTA01C2","Number of Nights by Irish Residents","2023","2023","02","Outbound","04","Education and training","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2023","2023","02","Outbound","06","Work/looking for work","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2023","2023","02","Outbound","07","Sporting events","Thousand",""
"HTA01C2","Number of Nights by Irish Residents","2023","2023","02","Outbound","08","Other reasons","Thousand","4572"
"HTA01C3","Average Length of Stay by Irish Residents","2000","2000","01","Domestic","-","All reasons for journey","Nights per Trip","3.8"
"HTA01C3","Average Length of Stay by Irish Residents","2000","2000","01","Domestic","01","Holiday","Nights per Trip","4.6"
"HTA01C3","Average Length of Stay by Irish Residents","2000","2000","01","Domestic","02","Business","Nights per Trip","3"
"HTA01C3","Average Length of Stay by Irish Residents","2000","2000","01","Domestic","03","Visiting friends/relatives","Nights per Trip","3.1"
